Date/Time,ESTE:Surface Inside Face Conduction Heat Transfer Rate per Area [W/m2](TimeStep),ESTE:Surface Outside Face Conduction Heat Transfer Rate per Area [W/m2](TimeStep),NORTE:Surface Inside Face Conduction Heat Transfer Rate per Area [W/m2](TimeStep),NORTE:Surface Outside Face Conduction Heat Transfer Rate per Area [W/m2](TimeStep),OESTE:Surface Inside Face Conduction Heat Transfer Rate per Area [W/m2](TimeStep),OESTE:Surface Outside Face Conduction Heat Transfer Rate per Area [W/m2](TimeStep),SUR:Surface Inside Face Conduction Heat Transfer Rate per Area [W/m2](TimeStep),SUR:Surface Outside Face Conduction Heat Transfer Rate per Area [W/m2](TimeStep),PISO:Surface Inside Face Conduction Heat Transfer Rate per Area [W/m2](TimeStep),PISO:Surface Outside Face Conduction Heat Transfer Rate per Area [W/m2](TimeStep),TECHO:Surface Inside Face Conduction Heat Transfer Rate per Area [W/m2](TimeStep),TECHO:Surface Outside Face Conduction Heat Transfer Rate per Area [W/m2](TimeStep) 
 01/31  17:00:00,-0.8702600539884315,28.117637303871108,-6.8267407145831389,21.17263536774294,0.12545786750956723,30.936308614414885,14.043696667624772,50.176322939709738,-22.242872568148415,0.0,15.13741700297851,64.34358480168203 
 01/31  17:10:00,-0.8356594078909438,27.81449791643331,-6.543432431189103,21.21248721826828,0.12561044163931,30.63558646828892,13.405146641763622,49.18736416989168,-21.107555568459249,0.0,14.242651558293801,62.50016930279344 
 01/31  17:20:00,-0.8005954175780516,27.6582396138856,-6.27122400128269,21.408748756442038,0.11842179217478588,29.3738088586133,12.790324579733352,47.89338306812533,-19.98192537693012,0.0,13.387395450772602,60.74180249741357 
 01/31  17:30:00,-0.7667837518113174,27.80748440216348,-6.012608898953431,21.909528070942544,0.10685846355295326,24.466155651785586,12.198499802223069,45.34543742308415,-18.87844731137102,0.0,12.57341762304668,59.07367556426857 
 01/31  17:40:00,-0.7371983460759566,31.258454457834206,-5.770338100595836,25.67421897105396,0.0980198252120772,26.42080535147511,11.62997308316426,47.70294403649382,-17.805403385629235,0.0,11.797731144127284,64.29648517481769 
 01/31  17:50:00,-0.7153412766251677,34.52148056251508,-5.547545834295988,29.235782533795829,0.10044443835295169,25.9274420138629,11.084894912792152,49.08657178142607,-16.764332907899644,0.0,11.051720454026054,69.07693940822765 
 01/31  18:00:00,-0.7039778861067134,37.663300844969629,-5.346745966696972,32.65964547776298,0.1190284763595173,27.984775284111494,10.561409953866587,51.45023263134112,-15.749060750470108,0.0,10.321507517451665,73.56308981696589 
 01/31  18:10:00,-0.7046970236849575,40.249602991521218,-5.169035383851224,35.49977331266314,0.1562043055673712,28.859630077098019,10.057524088870196,53.02687130253662,-14.751749543722099,0.0,9.595187724158678,76.59427782671787 
 01/31  18:20:00,-0.7170642533487808,45.261052300527129,-5.013114772226118,40.7179747963055,0.21025838775676676,50.54910655994786,9.571476366802927,63.06954587199016,-13.765234454103848,0.0,8.866931280894278,85.45447930926093 
 01/31  18:30:00,-0.7359509558375521,44.9192148584948,-4.8729248238526,40.6304274968395,0.2625433028031239,49.59252880036752,9.098606402676069,61.91391906810509,-12.778201622560573,0.0,8.135865349135657,83.11243441161969 
 01/31  18:40:00,-0.7538912766360681,44.72475455823928,-4.7399575753081539,40.68721633175369,0.28719500855982008,49.05214846918352,8.634121026613684,61.03569270792241,-11.781117960890697,0.0,7.40676090504212,81.18014127672723 
 01/31  18:50:00,-0.7679439880444079,44.607123457127958,-4.60997826529092,40.81687341278598,0.2807960834018104,48.703004628542888,8.180130583610663,60.30153245463657,-10.778632676861207,0.0,6.689783814364773,79.47624776490989 
 01/31  19:00:00,-0.7777027657316467,44.53783733865157,-4.481672860239769,40.98962286604933,0.25111074469919006,48.4689028410628,7.740712926309698,59.66332161162336,-9.780322878269545,0.0,5.994164063805556,77.93203209185958 
 01/31  19:10:00,-0.784039796378238,43.6627372295859,-4.3556355605019239,40.32645795951066,0.20605685164741772,47.47370357480099,7.317869321869466,58.29806438305263,-8.795176177756276,0.0,5.325432075175513,75.27158012977975 
 01/31  19:20:00,-0.7882389763954052,42.853394447633039,-4.23315623915596,39.72464645335708,0.15121294512982787,46.57035392451803,6.911785192427715,57.02142811633939,-7.831068285216588,0.0,4.686738144539959,72.77486616491047 
 01/31  19:30:00,-0.7912472154532679,42.0881061697371,-4.114975280391036,37.02023052960408,0.09037010810584434,45.728098647989558,6.522088400407256,55.80800315606825,-6.894834337462726,0.0,4.080364643586108,70.40001429095355 
 01/31  19:40:00,-0.7939963150897711,41.35553220848465,-3.999201161607971,36.54997338136445,0.02574727735122906,44.92982692776036,6.147906190526555,54.64406608692593,-5.991751248290711,0.0,3.5072722115908165,68.12498240343393 
 01/31  19:50:00,-0.797387119930363,40.648515179959307,-3.8829254088757354,36.06378442912842,-0.0414911326067795,44.16467376490755,5.788099905893205,53.52084444405773,-5.1253530565281839,0.0,2.9673482151256396,65.93560081545729 
 01/31  20:00:00,-0.8017493461484264,39.96234165201304,-3.7664036484693499,35.57654689996366,-0.11033141306734251,43.425540095623777,5.441938757515572,52.432504322189519,-4.297252585666229,0.0,2.4603474777377416,63.822290984880059 
 01/31  20:10:00,-0.8071323268536617,39.47623643214706,-3.6512846444859408,35.29661729580357,-0.17995427219307204,42.792172307091508,5.108920519639923,51.38747819275363,-3.5078330094513605,0.0,1.985903392471755,62.15534574265325 
 01/31  20:20:00,-0.8135492606484149,38.9992854815448,-3.5391144024604275,35.01066164274721,-0.24970506506110724,42.181092484770719,4.788772120529757,50.38654940120955,-2.756618562137419,0.0,1.5433408084154508,60.54271246902317 
 01/31  20:30:00,-0.8210527892690607,38.53290294151179,-3.431051587980619,34.72303845012175,-0.31902425705470707,41.590698602506339,4.4814419221013399,49.42581682931336,-2.0425128887984558,0.0,1.131943290902882,58.986441845396488 
 01/31  20:40:00,-0.8296633042748454,38.077281415026849,-3.3278110942442256,34.43585485218159,-0.38747713938323616,41.01949422699681,4.186862887833286,48.502318990541429,-1.3642002601154673,0.0,0.7526265945296018,57.48537962630576 
 01/31  20:50:00,-0.83994072194605,40.36358063981061,-3.230147830534179,34.15038534510427,-0.4551412173739209,40.46629136656111,3.904462872741533,47.6136991620358,-0.7207545548653798,0.0,0.3858595771334876,56.03771753164847 
 01/31  21:00:00,-0.8550533971927052,39.72457145122348,-3.1379905382473227,33.86745553050264,-0.5217463420547119,39.93014392999112,3.6340639854015537,46.75800962477524,-0.1111260011603008,0.0,-0.006225503166888302,54.64148475569823 
 01/31  21:10:00,-0.8752346830035549,38.822491082311447,-3.0466524848311566,33.49834568076585,-0.583210712113214,39.072445575415489,3.3793643128626629,45.48454766610689,0.4680209763971561,0.0,-0.36080051580597685,53.33343182951762 
 01/31  21:20:00,-0.8992896102656687,37.98704348959609,-2.955503800579436,33.133737803301077,-0.6387005854578547,38.25625011105353,3.1406050121938735,44.28317415553579,1.0153782343388685,0.0,-0.6892514531782581,52.086822070764359 
 01/31  21:30:00,-0.9248329615056719,37.19751138683273,-2.8652929779059379,32.77192874958769,-0.6882241443415751,37.47203874868478,2.9173532282588896,43.13976741270926,1.5352509131821535,0.0,-0.9940708315784832,50.89754854901798 
 01/31  21:40:00,-0.9529130958542282,36.44267357087824,-2.7806824080460048,32.411922879494799,-0.7349503278087468,36.71439765425953,2.7061104379374685,42.046046908588099,2.0670180242368589,0.0,-1.2810830759899546,49.76162217169849 
 01/31  21:50:00,-0.9855094527929396,35.71531716181221,-2.706117925337594,32.052934087731959,-0.7824154597080906,35.97950104939787,2.5032182066952375,40.996017827733798,2.5848157233795066,0.0,-1.5563976016419475,48.67526912502399 
 01/31  22:00:00,-1.0212466994348688,35.01044728163083,-2.6410929955081885,31.694285902042794,-0.8303943381110912,35.26442349255785,2.308817181809445,39.98500066977408,3.081501881628128,0.0,-1.82130203426982,47.63495456178316 
 01/31  22:10:00,-1.0574630283329043,33.302518606619518,-2.5831359688220347,31.470811496950547,-0.8771348401219257,34.93617684632068,2.1243761358002759,39.47631525214888,3.556241661929562,0.0,-2.0747392783353009,46.84800193163892 
 01/31  22:20:00,-1.0910813106447677,33.05933287079233,-2.530506780377891,31.246025651682886,-0.9217716655000459,34.60251659653886,1.9501741300477989,38.96554736161147,4.009584639115246,0.0,-2.316158033439933,46.07605793534913 
 01/31  22:30:00,-1.1198965526664325,32.7930249582771,-2.4825368317608538,31.022058646181905,-0.9646844358403541,34.26965812818503,1.785105987176621,38.460645528516128,4.442058891009765,0.0,-2.5460915283645138,45.32312736420113 
 01/31  22:40:00,-1.1443106265201096,32.518756599807378,-2.4387912576341934,30.799908578294663,-1.006379949746588,33.94034280102824,1.628081774153543,37.96494388728047,4.854284807688373,0.0,-2.765236288171991,44.59066400053416 
 01/31  22:50:00,-1.1655797002538293,32.24220996557847,-2.3987733476546966,30.58018816612298,-1.0471112749798977,33.61612504991899,1.4784258557490376,37.48022327965418,5.247042682566644,0.0,-2.9740621569937959,43.879235775963028 
 01/31  23:00:00,-1.1846818816904943,31.966487767599575,-2.3619999697764344,31.666697835337346,-1.0868786342275599,33.297933614809839,1.3358104212074978,37.00745063870113,5.621273930172265,0.0,-3.172777973822349,43.18893979231143 
 01/31  23:10:00,-1.2020146937613845,31.95292518680776,-2.3293156688132514,31.587354095093816,-1.1253646531529285,33.18694517772087,1.200301141132286,36.72254258472071,5.978168569149602,0.0,-3.3613155408254444,43.1325435660483 
 01/31  23:20:00,-1.2177423187429213,31.9276684201659,-2.302063594713445,30.32733032312649,-1.1621850091546549,33.071293588019447,1.072159592844173,36.4422164573748,6.319141335524137,0.0,-3.5401007359782854,43.0598091811969 
 01/31  23:30:00,-1.2324800582600802,31.896123342565489,-2.278580111584006,30.392139259714669,-1.1974830645485782,32.95483786462,0.9513113924770096,36.1694587113293,6.645341327987126,0.0,-3.7108280417608059,42.98273901186349 
 01/31  23:40:00,-1.2469229081825689,31.860951570949284,-2.2560437361180449,30.43543299069256,-1.2316045053130438,32.83935927846119,0.8377525920122935,35.905427714389819,6.957653328370952,0.0,-3.875381542584819,42.906605015917879 
 01/31  23:50:00,-1.2613404286646529,31.823765757543926,-2.233581447270126,30.46815873767514,-1.2645966767838673,32.7258656592403,0.732530304640477,35.65061127086278,7.257044583521292,0.0,-4.034998924902538,42.834343819463587 
 01/31  24:00:00,-1.2756884949367305,31.78559340161337,-2.211304621592717,30.49404664119288,-1.296290475204387,32.61494439342073,0.6433676677077074,35.40513403560999,7.5444905670315169,0.0,-4.190373281885513,42.76766173055853 
 02/01  00:10:00,-1.2907651323703249,32.634857500920819,-2.1903945612823465,31.38931196131034,-1.3274369531563935,33.538887015411777,0.5296037598586736,36.24536974541343,7.819900761534427,0.0,-4.3429953083832519,44.46383403819891 
 02/01  00:20:00,-1.3056800641561495,33.42662296148387,-2.170186505335778,32.22544668837918,-1.357313896458436,34.39618231033887,0.4242231351022383,37.01829747543229,8.086217343770386,0.0,-4.493350865116099,46.02675523522612 
 02/01  00:30:00,-1.3201773382299962,34.17640397996638,-2.1505632537607655,33.018017239380927,-1.3860894385504708,35.20492898816724,0.324008341161516,37.743157367352527,8.347002753562038,0.0,-4.644081681074113,47.49106473263964 
 02/01  00:40:00,-1.3343488571981653,34.89165222207157,-2.1317019722828265,33.77460270298434,-1.4142765974374925,35.973766084635148,0.22737733547978679,38.42911165885744,8.605169359918137,0.0,-4.79810401511827,48.87332386799471 
 02/01  00:50:00,-1.3482498757507529,35.57704001574962,-2.113690723732361,34.49997483128982,-1.442232218983463,36.70804842475468,0.13358005781469729,39.08183472654537,8.862850653685655,0.0,-4.957369431732332,50.18395501097393 
 02/01  01:00:00,-1.3617834824483453,36.23573111702285,-2.09642693294154,35.19737211649249,-1.470045185660183,37.411362793171068,0.04228657654789458,39.705117137725668,9.121614550304458,0.0,-5.122781378048103,51.43008793658737 
 02/01  01:10:00,-1.3747866823771347,35.582790345927609,-2.0797253600342175,34.60544039957017,-1.4976290401011739,36.474359143285258,-0.04658282247191892,38.6101579949177,9.382433207500526,0.0,-5.2944823053969689,50.40577135904596 
 02/01  01:20:00,-1.386989715832442,34.98675662785854,-2.0633040743773565,34.0662050377764,-1.5243380541808165,35.62521036007456,-0.13245418116548536,37.616151275780797,9.644398050568725,0.0,-5.4708597159826699,49.53231639715273 
 02/01  01:30:00,-1.3979928815865606,34.422576105635247,-2.0467764832465038,33.55540231068608,-1.5488489529609524,34.829204023694277,-0.21395204304280925,36.68576918004351,9.904303118395547,0.0,-5.648334243382351,48.756038737924658 
 02/01  01:40:00,-1.4075650371078155,33.877810965274878,-2.0299382390101075,33.061029399954808,-1.5700532464229582,34.069356442321808,-0.2898469801959891,35.80062521248374,10.15854300327669,0.0,-5.823717145664659,48.05147270686166 
 02/01  01:50:00,-1.415790022324245,33.3442540749852,-2.0128988094447779,32.575197576939448,-1.5874529213881488,33.33515402401872,-0.3595242424967182,34.949235776179879,10.404014372127449,0.0,-5.995225782218995,47.40299866030705 
 02/01  02:00:00,-1.4229022677034209,32.95286189915464,-1.995892654354293,32.092079580543899,-1.6009587828611985,32.61965141549763,-0.42282901677572229,34.123941720265069,10.638397806041212,0.0,-6.162144657186218,46.80023916403502 
 02/01  02:10:00,-1.429248468744845,33.74517696342741,-1.9790698406679895,32.657596444907998,-1.6106415334745635,33.43284377802456,-0.47983582553274575,34.93750239407814,10.860297603526078,0.0,-6.324245844203688,46.84572599495618 
 02/01  02:20:00,-1.435648102253026,34.475269703856387,-1.962653528904184,33.16545699559788,-1.6173440030629536,34.17696891093942,-0.5315313669768784,35.674528272352748,11.070081391391568,0.0,-6.481242156186227,46.861654935672508 
 02/01  02:30:00,-1.4433583481609276,35.15807416648454,-1.9470784570396518,33.63165312393221,-1.6229589499603208,34.870508409725747,-0.5801097886467233,36.35553722312579,11.270025030354873,0.0,-6.632565217413003,46.857596253127898 
 02/01  02:40:00,-1.4534017095477339,35.79994636471679,-1.932640280053647,34.06385762341529,-1.6292588884734869,35.52117809017068,-0.6276646868629996,36.98924867997016,11.462810770116903,0.0,-6.7775137605729018,46.83814774252869 
 02/01  02:50:00,-1.4662949393791678,36.40489628115256,-1.9193333976318173,34.46713800016573,-1.6373515119489639,36.133763423771828,-0.6755694838764157,37.581176789057057,11.650798101293504,0.0,-6.9153321939859329,46.80651147453432 
 02/01  03:00:00,-1.4821972754848503,36.97576061307382,-1.9069864239934305,34.845134603190448,-1.6478087548421173,36.711586019786867,-0.7245888024231135,38.13522161751712,11.835790250463333,0.0,-7.045380897722453,46.76512756848592 
 02/01  03:10:00,-1.5010724337084867,36.107007099555179,-1.895410666289763,34.15693433518504,-1.6608727606314915,35.857952713668968,-0.7750884086717633,37.2089463107759,12.018921549556808,0.0,-7.167257407053057,45.70634185284325 
 02/01  03:20:00,-1.522218963028081,35.32129954552988,-1.8842955221841749,33.525558538613498,-1.6760344531160172,35.08567000843141,-0.8266003895237191,36.36965970457095,12.199740828500808,0.0,-7.280594369701021,44.73035093911767 
 02/01  03:30:00,-1.5441211711679444,34.59077311058786,-1.8731595312974606,32.93203401615915,-1.6919176199808135,34.36734119527705,-0.8777072309578671,35.58869462384496,12.375965381575498,0.0,-7.384964566340841,43.813602809898387 
 02/01  03:40:00,-1.5653341818240279,32.55465255560625,-1.8616874006149829,32.36740751085267,-1.7072760424091485,33.68990949535737,-0.9270924159616243,34.85235936855497,12.54497444204867,0.0,-7.48030471853599,42.94449487140696 
 02/01  03:50:00,-1.5837006178419416,32.0523437874233,-1.8500802155672319,31.82616993478041,-1.7216386731970488,33.04536571435233,-0.9742227599563194,34.152217995185768,12.704329608817716,0.0,-7.567264860251271,42.11561608352781 
 02/01  04:00:00,-1.5971113517803133,31.54610669829026,-1.838762580770208,31.304649785893845,-1.7350139991699508,32.428380072245548,-1.0190700360376468,33.48262658596286,12.85214511638128,0.0,-7.646808415589248,41.32181634191102 
 02/01  04:10:00,-1.6058004909584725,32.34668429816497,-1.8278162938540846,30.962855721039888,-1.747253667866289,31.985071495012336,-1.0614775736742104,32.98798755187795,12.98753378456695,0.0,-7.719577727856176,41.05108542069797 
 02/01  04:20:00,-1.6120373052365267,31.864663208176809,-1.8169524067473049,30.627407812271714,-1.757946996661076,31.554895425903625,-1.1010474577965397,32.509218470387398,13.110666257279263,0.0,-7.786227132958857,40.77901396686866 
 02/01  04:30:00,-1.6183094510440697,31.415971370643775,-1.8057884324887255,30.299892545214108,-1.766576055008727,30.168992395408396,-1.1373610634632315,32.046987645732318,13.22243439844192,0.0,-7.84783167931937,40.51370624606466 
 02/01  04:40:00,-1.6251747775318109,30.989738284772103,-1.7943578843971864,29.980715576348076,-1.7719968522476393,29.892745842001206,-1.1704796478102253,31.601002807233045,13.323565202141709,0.0,-7.90577991952523,40.25836212774334 
 02/01  04:50:00,-1.6322548124292098,30.582138483784548,-1.7828518669537062,29.669972092247236,-1.7729555489061114,29.606161536122728,-1.2006685746257518,31.170783957473078,13.414631703284613,0.0,-7.9612775195203089,40.01459825509164 
 02/01  05:00:00,-1.6389101821562236,30.191006818891084,-1.771259479798573,29.36762099920088,-1.769774490199552,29.31919135865678,-1.228017835843957,30.755800102200057,13.496316534623475,0.0,-8.015049327304496,39.78323309045936 
 02/01  05:10:00,-1.6446292048444776,30.324136241334374,-1.7595009693211524,29.392427136102925,-1.763433518564625,29.353406101370184,-1.252579178874612,30.881620489677517,13.569309852196512,0.0,-8.06752695120963,39.57196834415549 
 02/01  05:20:00,-1.6493956175502263,30.414429887541247,-1.7475900228369029,29.389300504686618,-1.7549003618755706,29.35673031213105,-1.2747512176483725,30.962435761858843,13.634539755347078,0.0,-8.118709147127447,39.3397896769809 
 02/01  05:30:00,-1.6537418878701829,30.471450346097755,-1.7356708105785402,29.364984292183409,-1.7450083739297498,29.33690651364509,-1.2953816748818099,31.008531089982627,13.69326965605751,0.0,-8.168086649032148,39.089291950535429 
 02/01  05:40:00,-1.6582211987506526,30.50021790087294,-1.7238685785343933,29.323175769560295,-1.7343496849350686,29.298285629612793,-1.3152531633129457,31.025358935275564,13.746702205162137,0.0,-8.215010622691125,38.82365832928758 
 02/01  05:50:00,-1.663172528167479,30.504196088037589,-1.7122264815197923,29.266455016264673,-1.7232771296596639,29.24388081976599,-1.334864524202203,31.01668031955137,13.795798213994204,0.0,-8.258897206003894,38.54631717335451 
 02/01  06:00:00,-1.6687538603182475,30.486006300131068,-1.7007423848153849,29.196764729644657,-1.7119923973207279,29.175923094725705,-1.3544825257567937,30.985330047120216,13.8412428675731,0.0,-8.299309391844645,38.25791002483129 
 02/01  06:10:00,-1.6749996688004104,29.826484685810784,-1.6894030937114622,28.657035570910695,-1.700616033391725,28.637822584061497,-1.3742142036169299,30.301286615508844,13.883444665328398,0.0,-8.33597647682791,37.65503861525508 
 02/01  06:20:00,-1.6815532600255665,29.215338410144115,-1.6780652511877179,28.15024823193835,-1.6891888735435715,29.438386499292393,-1.3937415829052498,29.667238663183299,13.922217974228034,0.0,-8.36877677144139,37.09126018790266 
 02/01  06:30:00,-1.687409598887598,28.638934073797374,-1.6662227883316519,27.667428159364137,-1.6788212359826958,28.802050093451727,-1.4120694065936733,29.06926541107441,13.956895493253342,0.0,-8.397545710990471,36.55778840136327 
 02/01  06:40:00,-1.691579931788965,28.09044920653946,-1.6533606918919759,27.204132701760046,-1.671022222553347,28.21936472667585,-1.428210031067465,28.500392035950655,13.986792135644464,0.0,-8.422222447782815,36.04999518818295 
 02/01  06:50:00,-1.6936194647860248,26.475859961298739,-1.639434931346841,26.757558594038984,-1.6654440961074216,27.672243138566047,-1.4418020232421896,27.95621864863074,14.01111042280536,0.0,-8.443203469767014,35.56482219065492 
 02/01  07:00:00,-1.692394194819144,26.097588111993674,-1.624791225005083,26.325785231553028,-1.661178026013431,27.15279551266167,-1.4530175163824879,27.433728204611044,14.029028925098146,0.0,-8.46122207005601,35.1000769861696 
 02/01  07:10:00,-1.683987047044866,-25.81551640091334,-1.6103435726008684,16.362654706111699,-1.6580214205464472,17.12769693043947,-1.4616640261608609,3.2470406830727827,14.038743847334218,0.0,-8.476682025604532,15.219079129024749 
 02/01  07:20:00,-1.6271666812331205,-16.23050693095729,-1.6039662695363859,12.475258607549904,-1.6630813257027058,13.139925193209138,-1.4590324845871692,3.331002053104612,14.020862290421292,0.0,-8.483888212084367,10.407986674911172 
 02/01  07:30:00,-1.4775497842965706,-9.171136256649561,-1.6130328477363492,8.865708407225839,-1.683211913183186,9.44385190557341,-1.4341791922227004,3.0594266736266038,13.94717192984308,0.0,-8.470156942738413,5.593918736778278 
 02/01  07:40:00,-1.2610126823010433,-57.5415421153416,-1.6320624169882195,2.497015404483818,-1.7125667531256568,3.047589834055543,-1.3904692247060667,-20.319947551831775,13.810243009694432,0.0,-8.42655541838667,-8.731824988088193 
 02/01  07:50:00,-0.9783972556260778,-102.83150694181905,-1.6647294001504634,-4.343082395349256,-1.7546636263243727,-3.788742996233168,-1.3262599084944214,-44.33500221819622,13.598276949722731,0.0,-8.35271266496784,-24.810907548188653 
 02/01  08:00:00,-0.5599375915503515,-146.19899864416903,-1.7363452413337655,-11.62573430925795,-1.834900207315286,-11.040859513797387,-1.224592439310527,-69.4644476872038,13.27623930980667,0.0,-8.255083028742093,-42.631805206121729 
 02/01  08:10:00,0.07863112079644452,-176.62117641293254,-1.8558706551655178,-18.371019195343707,-1.962386611357715,-17.81990365368506,-1.0474438857270343,-90.19449860799205,12.82652103530063,0.0,-8.11943231747,-61.747247089644137 
 02/01  08:20:00,0.9289640393531045,-204.95517273952783,-2.0608944006521598,-24.991323398210626,-2.1749141588470595,-24.459226158922549,-0.8013111226523506,-111.22624334739703,12.204216396471793,0.0,-7.960836801890309,-82.30009532934014 
 02/01  08:30:00,2.0157773666978757,-230.81627124704279,-2.348031214784214,-31.637823095938076,-2.4692077088964199,-31.10797827262809,-0.4691574372914147,-132.45584582122025,11.405954522981347,0.0,-7.750933878723117,-104.14157054950079 
 02/01  08:40:00,3.4849571158529217,-210.66061820766846,-2.7203425509001137,-36.488418012856758,-2.848356011633996,-35.975681969353448,-0.061798651622893888,-129.76970142200526,10.429439992219386,0.0,-7.47269568897309,-109.52381802022751 
 02/01  08:50:00,5.186507593731221,-192.99909379399106,-3.1777485587263074,-41.02669459351932,-3.3125115443574488,-40.530561813263378,0.3310309779774343,-127.45719892108287,9.27076110768894,0.0,-7.133527530809715,-113.96802905465256 
 02/01  09:00:00,7.00088907162376,-168.30547540893373,-3.6868661044993589,-45.25012674295749,-3.8283550970347735,-44.76965996052036,0.9468217708433713,-125.14359462189691,7.973473500368755,0.0,-6.73291982274236,-117.33904631163 
 02/01  09:10:00,8.782837908060856,-152.15928678107663,-4.2229999382059308,-48.13676007306367,-4.371262237147448,-47.662029530055637,1.5552378428089924,-116.30159010278294,6.574827724985653,0.0,-6.28640828587254,-122.8039506774794 
 02/01  09:20:00,10.430254676647565,-140.6367646376741,-4.756349873210411,-52.11956015034889,-4.911318752737998,-51.65100390301359,2.164010726395645,-115.45357514006014,5.127405465382026,0.0,-5.788260098028331,-127.26076221410222 
 02/01  09:30:00,11.89469552310402,-129.88437970966676,-5.263093590238896,-55.83325640608268,-5.424562734060373,-55.388813305303987,2.7535396227260664,-114.22450902224046,3.677420115278437,0.0,-5.227183348286644,-130.8009016904109 
 02/01  09:40:00,13.160702878795519,-122.58628602178919,-5.7284873801309,-58.31709871866519,-5.896150272459863,-57.92696763909544,3.317432297741334,-114.50306295351061,2.2547275101078414,0.0,-4.601077396849178,-134.20445915249298 
 02/01  09:50:00,14.228707090517674,-115.79298725188619,-6.147084882778245,-60.69946679658051,-6.3205293414266638,-60.380524074846338,3.8556916032250685,-114.68520435359733,0.8769181023624242,0.0,-3.916662111893629,-137.24809848569977 
 02/01  10:00:00,15.108298267257851,-109.5004729614127,-6.52078807062594,-62.9739087920625,-6.699453942110722,-62.7415583668344,4.3704101823659589,-114.7880547237587,-0.4423054059648166,0.0,-3.184594730443223,-139.95232910773076 
 02/01  10:10:00,15.810651156554286,-91.11889395367712,-6.85416970068195,-64.5720468439813,-7.037333460791842,-64.29852794739327,4.8624462533528,-102.89804438279794,-1.6687069067038465,0.0,-2.4162929696146877,-139.2613240719188 
 02/01  10:20:00,16.323691241127109,-82.3541162528636,-7.156781833312152,-65.81619229040143,-7.343792525555955,-65.51141125383856,5.313101279118882,-101.08072369918773,-2.8085586638082988,0.0,-1.627585010349776,-138.31053392952277 
 02/01  10:30:00,16.66239858360791,-77.04480185256876,-7.410281518983766,-66.9721105844776,-7.600562935773723,-66.64210580103281,5.724284099582292,-99.06898550576944,-3.9508250942913039,0.0,-0.8177627549910085,-137.07609333176038 
 02/01  10:40:00,16.852850378577615,-114.17934976788593,-7.605112618937483,-67.57645240705824,-7.798260114803043,-67.2290848527432,6.108283458677761,-147.179057018177,-5.066809156948921,0.0,-0.0010638290166298248,-175.94527401276424 
 02/01  10:50:00,16.95280915539979,-142.84421341068993,-7.768447235310987,-67.69985765470983,-7.964235348974171,-67.34230842063221,6.513284232700471,-193.8855461238736,-6.172125804916732,0.0,0.7723706541491993,-214.63636625128948 
 02/01  11:00:00,17.058342123012154,-164.0496845589164,-7.959101402276701,-68.40581205310559,-8.157364461561429,-68.77184908636969,7.047409455634352,-239.74562366071178,-7.31539748600494,0.0,1.7053961118581356,-253.53354775815138 
 02/01  11:10:00,17.226634004189238,-170.0976070950519,-8.244213496906696,-69.68586158917606,-8.44406184542595,-69.19251807454816,7.812652966392079,-272.5060480967604,-8.551859650051938,0.0,2.8506318729941997,-288.0004599928593 
 02/01  11:20:00,17.44753200877244,-172.89435095845739,-8.678609552208627,-71.74876095930813,-8.879133995797929,-71.18878121274997,8.866630711655489,-307.3254618348906,-9.925687301139078,0.0,4.203747233740614,-322.24473780752308 
 02/01  11:30:00,17.6725439660529,-168.7485263490562,-9.287886685628792,-72.81326525543818,-9.489834252286756,-72.19162514820005,10.234952694374443,-339.03333387023488,-11.458965607434266,0.0,5.802869315800535,-355.8991823444908 
 02/01  11:40:00,17.841019510290836,-137.40885010000194,-10.07628285648002,-72.66792507445075,-10.281215417714066,-72.0008796849852,11.930694053040498,-316.6592694849742,-13.156546852862903,0.0,7.674476750822123,-331.88708282100017 
 02/01  11:50:00,17.88238807948801,-109.75182810048364,-11.015527089819443,-72.46896833329447,-11.2250629710652,-71.76736711422405,13.915906799538107,-296.5702226402291,-14.988416462685791,0.0,9.795764979193337,-310.09689996016916 
 02/01  12:00:00,17.739340343812274,-85.044326563705,-12.032104911060288,-72.22461931840394,-12.247595347714423,-71.4990795049755,16.0944706651062,-277.62052131118846,-16.879356965063836,0.0,12.080843010284298,-289.2376668584275 
 02/01  12:10:00,17.185933583674797,-70.18138260454907,-13.212047675842769,-72.75584626233945,-13.435474146818024,-72.03828229547594,18.168646203395157,-262.6019439580173,-18.868453805570654,0.0,14.317834101429753,-275.594793240165 
 02/01  12:20:00,16.56224596522111,-51.35538369515598,-14.221636122020073,-73.2051058833174,-14.452897417209215,-72.49361094623123,20.39715877049821,-247.75595375119657,-20.70270775838776,0.0,16.633084319840238,-261.85076213684308 
 02/01  12:30:00,15.728179757704766,-34.78898934249037,-15.151092242233972,-72.32971896706704,-15.390517196637802,-72.85282519611246,22.573216435525866,-234.30672198864023,-22.43527695967964,0.0,18.896443922028085,-248.11822389307145 
 02/01  12:40:00,14.685681766787184,-21.006724871846929,-15.995189112428534,-69.77144887458667,-16.241011406505778,-73.77152409614178,24.644850145663896,-211.16095038300638,-24.055958158381828,0.0,21.06972490472026,-212.43772513606019 
 02/01  12:50:00,13.479014687637573,-22.298744413815258,-16.726709836038937,-67.35619475585327,-16.96877279867158,-85.6109199424659,26.600158737653147,-180.05710296958979,-25.535989808827936,0.0,23.121540593526335,-178.7095237679896 
